Word	EnglishTranslation	Pronoun (raw)	Pronoun
tendon	tendon, sinew	to	to
tenesin	tennessine, Ts	to	to
tengu	vine, climber, climbing plant	te	te
tenis	tennis	to	to
tenjire	(cooking) pot, saucepan, casserole (dish)	to	to
tenmun	celestial body, celestial object, astro-	to	to
tenmunlogi	astronomy	to	to
tenor	tenor	to	to
tensor	tensor (_mathematics_)		to
tentakul	tentacle	to	to
Tenwo	Uranus (_planet_)	to	to
teo	god, goddess, deity, God		te
teoamiru	commandment		to
teoista	theist	te	te
teokalismo	atheism	to	to
teokalista	atheist	te	te
teologi	theology	to	to
teologiyen	theologian	te	te
teori	theory		to
terakota	terracotta	to	to
terapi	therapy, treatment; treat (with therapy)	to	to
terbyum	terbium, Tb	to	to
Teresa	Teresa, Theresa	te	te
teritori	territory		to
terminal	terminal (_airport, computer, etc._)	to	to
termo	heat; be warm, heat (up), warm (up)	to	to
termoje	temperature	to	to
termokrasitul	thermostat	to	to
termokumax	blanket		to
termometer	thermometer; measure temperature of	to	to
termomosem	summer	to	to
teror	terror; terrorize		to
Tesaloni	Thessaloniki, Thessalonica	to	to
tesis	thesis		to
tesla	tesla (unit), T	to	to
teslimu	surrender, resignation; surrender (to), succumb (to), give up, give in (to), resign, quit		to
teve	television set, TV	to	to
textil	fabric, textile, cloth	to	to
texto	text		to
textura	texture		to
teyan	offer, proposal; offer, propose, bid (_in an auction_)		to
tibya	shin, tibia	to	to
tie	aunt, uncle, pibling	te	te
tigacen	three hundred		to
tigagon	triangle	to	to
tigagonlogi	trigonometry	to	to
tigagontul	triangle	to	to
tigamwin	triphthong		to
tigaxey	trio	to	to
tigaya	trinity	to	to
tigayen	trio	te	te
tika	tick (_sound_); tick	to	to
tiketo	ticket	to	to
tilapya	tilapia, _Tilapiini_	te	te
tim	team		
Timoteo	Timothy	te	te
timpani	timpani	to	to
tipo	type, kind, sort, genus		
tir	arrow		to
Tireni	Tyrrhenia, Tyrrhenian		
titanyum	titanium, Ti	to	to
titi	uncle (_informal_), auntie, aunt (_informal_)		te
Tito	Titus	te	te
titulo	title (_book, song, etc._)		to
Tobago	Tobago		
todzi	investment; invest		to
todziyen	investor	te	te
tofa	(head) hair	to	to
tofabroxa	hairbrush	to	to
tofamon	(single) hair, strand of (head)hair		to
tofayen	hairdresser, hairstylist, barber	te	te
tofu	tofu	to	to
Togo	Togo	to	to
tohin	insult; insult		to
Tojiki	Tajikistan	to	to
Tojikisa	Tajik (language), Tajiki	to	to
Tojikiyen	Tajik (person)	te	te
toka	knock; knock (on)	to	to
tokapiu	woodpecker, _Picidae_	te	te
token	token, (game) chip, counter		to
token des	ten cent piece, dime		
token dua lima	twenty-five cent piece, quarter		
token lima	five cent piece, nickel		
token un	one-cent piece, cent, penny		
Tomas	Thomas	te	te
tomate	tomato	te, to	to, te
tomatesawsa	tomato sauce	to	to
tona	tone		to
tonaksyon	cooperation; cooperate		to
tonata	assembly, gathering, meeting; assemble, gather, meet (with)		to
tonatatim	assembly 		
toncu	coalescence, joining; coalesce, get together, come together, join	to	to
toncudu	collection; collect, gather, pick		to
tonder	thunder	to	to
tonderbofun	thunderstorm	to	to
tonergo	collaboration; collaborate		to
tonergoyen	colleague, co-worker	te	te
Tonga	Tonga	to	to
Tongasa	Tongan (language)	to	to
Tongayen	Tongan (person)	te	te
tongi	connection; join, connect, merge	to	to
tongibe	contribution; contribute		to
tongilexi	derived word	to	to
tongocu	coalescence, joining; get together, come together, join	to	to
tongogi	connection, combination; join, connect, combine, merge	to	to
tongoya	togetherness, company	to	to
tongoyen	companion, company, partner	te	te
tonhare	share		to
tonidi	accompaniment; accompany		to
tonkarar	agreement (_decision_), consent; agree (to), consent		to
tonlala	sing along		to
tonporta	take (with), bring (with)		to
tonpresyon	compress		to
tontexto	context	to	to
tonya	company; be with, keep company	to	to
tonyen	companion, company, partner	te	te
tonyongu	share		to
topazi	topaz	to	to
topi	hat, cap	to	to
topifutru	mushroom (_fruiting body_), toadstool	te	te
topo	mole, _Talpa_	te	te
tora	device, apparatus, appliance, machine	to	to
tornado	tornado, twister	to	to
tortiya	tortilla	to	to
torus	torus	to	to
toryum	thorium, Th	to	to
tosa	slaughter, massacre; slaughter, massacre		to
tosifu	description; describe		to
tosifulexi	adjective, adverb, adjective-adverb word	to	to
tosta	toasting, roasting; toast, roast	to	to
tostaroti	toast (_bread_)	to	to
totalya	(the) entire thing, (the) whole thing, total, totality, sum	to	to
towa	tower	to	to
trafiko	traffic (_of vehicles_)		to
tragedi	tragedy	to	to
trampolin	trampoline	to	to
tramu	tramway, tram, trolley	to	to
trankwilogi	; tranquilize, calm	to	to
trankwilogitul	tranquilizer	to	to
trankwiloya	tranquility, calmness	to	to
trapesi	trapezium, trapezoid (_two parallel sides_)	to	to
trascu	transfering; get across, go across, transfer	to	to
trasgi	transfering; put across, take across, transfer	to	to
trasidi	cross, go across		to
traspasa	pass through		to
trasplanta	transplant	to	to
trasplasi	transfering; transfer		to
trasporta	transportation; transport		to
trasya	be across, be on the other side (of)	to	to
trator	tractor	to	to
trawma	trauma	to	to
treme	shake, tremble		to
tren	train	to	to
trendom	(train) station	to	to
trey	tray	to	to
treyna	training, coaching; train, coach		to
treynayen	trainer, coach	te	te
Trinidad	Trinidad		
Trinidad ji Tobago	Trinidad and Tobago	to	to
triunfa	victory, triumph; win, triumph		to
trofe	trophy, cup	to	to
trol	troll (_fantasy, internet_); troll		te
trombon	trombone	to	to
trompeta	trumpet	to	to
trompo	(spinning) top	to	to
tropika	tropic, (the) Tropics	to	to
trufel	truffle	te	te
truta	trout	te	te
trutigi	satisfaction; satisfy	to	to
tuba	tuba	to	to
tubihu	scolding, admonishment; rebuke, scold, reprimand, admonish		to
tubo	tube	to	to
tuborinjon	tubular bells	to	to
tufan	hurricane, typhoon, cyclone	to	to
tui	leg	to	to
tukan	toucan, _Ramphastidae_	te	te
tuko	spit; spit	to	to
tuksedo	tuxedo	to	to
tul	tool	to	to
tulipa	tulip	te	te
tullari	equipment		to
tulyum	thulium, Tm	to	to
tumor	tumor	to	to
tuna	tuna, _Thunnini_	te	te
tundra	tundra	to	to
tunel	tunnel		to
tunge	barrel, cask, drum	to	to
tungesten	tungsten, W	to	to
tunika	tunic	to	to
Tunisi	Tunisia	to	to
tupyo	vote; vote (for)		to
tupyodom	polling station, polling place	to	to
tupyogi	poll	to	to
tupyokarta	ballot	to	to
turan	soil, earth, dirt	to	to
turban	turban	to	to
turbin	turbine		to
turi	trip, tour; travel (in)		to
turiya	tourism	to	to
turiyen	tourist	te	te
Turki	Turkey, Türkiye	to	to
Turkisa	Turkish (language)	to	to
Turkiyen	Turk	te	te
Turkmeni	Turkmenistan	to	to
Turkmenisa	Turkmen (language)	to	to
Turkmeniyen	Turkmen (person)	te	te
turno	turn; be one's turn		to
turxi	pickle, pickled food; pickle, preserve (in salt, in vinegar)	to	to
turxisawsa	pickled sauce, relish	to	to
tute	mulberry, _Morus_	te, to	to, te
tutum	heart	to	to
tutuminfarto	heart attack, myocardial infarction	to	to
tutumli adolaitis	myocarditis	to	to
tutumlogi	cardiology	to	to
Tuvalu	Tuvalu	to	to
Tuvalusa	Tuvaluan (language)	to	to
Tuvaluyen	Tuvaluan (person)	te	te
twala	towel	to	to
twalete	toilet		to
twaletekamer	restroom, lavatory, water closet, wc	to	to
twaletepaper	toilet paper	to	to
tweji	retirement; retire		to
tyan	dot, point, period, spot		to
tyanvirgul	semicolon		to
tyao	jump, leap; jump, leap		to
tyenga	swan, _Cygnus_	te	te
tyojan	challenge, dare, defiance; challenge, dare, defy, question		to
uflasi	bankruptcy, insolvency; go bankrupt, bankrupt, become insolvent	to	to
ufue	disgust, repugnance; feel disgust, be disgusted, be grossed out, (cause) disgust, gross out; ew, yuck, ugh	to	to
ufuku	horizon		to
Uganda	Uganda	to	to
Ugandayen	Ugandan	te	te
ujira	wage, salary	to	to
ukabu	eagle	te	te
Ukraina	Ukraine	to	to
Ukrainasa	Ukrainian (language)	to	to
Ukrainayen	Ukrainian (person)	te	te
ukungu	fog, mist, haze	to	to
ulcera	ulcer, sore; ulcerate	to	to
ultradose	overdose	to	to
ultrajiwa	survival; survive		to
ultrapasa	; pass by, surpass, exceed		to
ultraya	beyondness; be beyond	to	to
uma	horse, _Equidae_, _Equus ferus caballus_	te	te
umami	umami, savoriness		to
umasa	neigh	to	to
un ofcare	one fourth, a fourth		
un ofcen	one hundredth		
un ofdes	one tenth, a tenth		
un ofdua	(one) half, (a) half		
un oflima	one fifth, a fifth		
un ofnue	one ninth, a ninth		
un ofoco	one eighth, an eighth		
un ofsabe	one seventh, a seventh		
un ofsisa	one sixth, a sixth		
un oftiga	one third, a third		
unabi	jujube, jujuba, _Ziziphus jujuba_, _Ziziphus mauritiana_	te, to	to, te
unbasayen	monolingual (speaker)	te	te
uncu 	union; unite	to	to
uncutim	union, league		
ungi	unification; unify, unite	to	to
universita	university		to
unsungoyen	unicorn	te	te
unteoismo	monotheism	to	to
unteoista	monotheist	te	te
unvibrafono	tap, flap	to	to
unxey	single, solo, unit	to	to
unya	oneness, unity	to	to
unyen	single, solo	te	te
upwasa	fasting; fast		to
uranyum	uranium, U	to	to
Urdu	Urdu (_language_)	to	to
Urdun	Jordan	to	to
urjuha	swing		to
Urugway	Uruguay	to	to
Usa	United States (of America), U.S.A., USA	to	to
Usayen	American (_person from the USA_)	te	te
ustaya	expertise	to	to
ustayen	expert, master	te	te
ustore	razor; shave	to	to
utara	north		to
utaradongu	northeast		to
utaragarebi	northwest		to
Utarakorea	North Korea	to	to
Utaramakedoni	North Macedonia	to	to
utu	(clothes) iron; iron	to	to
uvula	uvula	to	to
uya	letter u		to
vada	promise, pledge; promise, pledge		to
vagina	vagina	to	to
vakasi	vacation, holiday; take a vacation, go on holiday		to
vaki	heron, egret, bittern, _Ardeidae_	te	te
vaksina	vaccine; vaccinate	to	to
Valentin	Valentine	te	te
valvu	valve	to	to
vampiri	vampire		te
van	van	to	to
vanadyum	vanadium, V	to	to
vanila	vanilla	to	to
Vanwatu	Vanuatu	to	to
varano	monitor lizard, _Varanus_	te	te
varnis	varnish, lacquer; varnish, lacquer	to	to
vaselin	petroleum jelly, vaseline	to	to
vaysu	vise, vice (_tool_)	to	to
veganyen	vegan	te	te
vegetariyen	vegetarian	te	te
velosigi	acceleration; accelerate, speed up	to	to
velosije	speed, velocity, rate	to	to
velosimeter	speedometer, tachometer, velocimeter	to	to
velosiya	fastness, quickness	to	to
Venezwela	Venezuela	to	to
Venezwelayen	Venezuelan	te	te
vento	wind	to	to
ventorinjon	wind chimes	to	to
ventotul	fan	to	to
versyon	version, variant		
vetor	vector		to
vibaja	division; divide		to
vibra	vibration; vibrate		to
vibrafono	trill	to	to
Vicenti	Vincent	te	te
video	video	to	to
vinamragi	; humble, make humble, cause to be humble	to	to
vinamraya	humility, modesty	to	to
vinil	vinyl	to	to
vinildisko	(vinyl) record		to
vino	wine	to	to
viperi	viper, adder, _Viperidae_	te	te
virgul	comma		to
virus	virus	to	te, to
visa	visa		to
visita	visit; visit		to
visitayen	visitor	te	te
vitamin	vitamin	to	to
vite	screw; screw	to	to
vodka	vodka	to	to
voka	voice; call		to
vokafon	microphone	to	to
vole	will; want		to
volkano	volcano	to	to
volti	volt, V	to	to
voluntir	volunteering; volunteer		to
voluntiryen	volunteer	te	te
vulva	vulva	to	to
vuvu	vulva (_non-clinical_)		to
vyalu	vial, phial		to
vyata	expression; express		to
vyayama	exercise (_physical movement_); exercise		to
vyayamadom	gym	to	to
vyayamagi	(cause to) exercise (_physical movement_)	to	to
Vyetnam	Vietnam	to	to
Vyetnamsa	Vietnamese (language)	to	to
Vyetnamyen	Vietnamese	te	te
vyola	viola	to	to
vyoleta	violet (_flower_), _Viola_	te	te
vyolin	violin, fiddle	to	to
vyoloncel	(violon)cello	to	to
wadi	valley	to	to
wadisusana	lily of the valley, _Convallaria_	te	te
wafle	waffle	to	to
wagon	wagon, coach	to	to
wahyu	revelation, apocalypse		to
wair	wire	to	to
wakil	representation; represent		to
wakilyen	representative, agent	te	te
waksu	wax 	to	to
wakufa	pause, break; pause, take a break		to
wakufacu	; pause	to	to
wala	lack; not have, lack, be missing		to
walaganjon	miss (_feel lack of_)		to
walrus	walrus, _Odobenidae_	te	te
wangu	monarch, king, queen; reign (over)	te	te
wangubeze	queen-bee	te	te
wangudom	kingdom	to	to
wangukrasi	monarchy, reign	to	to
wanguya	kinghood, queenhood, reign	to	to
wanji	oblivion; forget		to
wao	amazement, awe, wonder; amaze, wow, feel amazed, feel wowed	to	to
waoxey	marvel, wonder	to	to
warisa	inheritance; inherit		to
warum	swelling; swell		to
wasabi	wasabi, _Eutrema japonicum_	to	to
wasyatu	will, testament, bequest		to
wati	watt, W	to	to
watu	time		to
watuje	duration; last	to	to
watumeter	stopwatch	to	to
watumon	period (of time), time period, while, term		to
wawa	cry, weep; cry, weep	to	to
wawagi	cause (somebody) to cry, make (somebody) cry	to	to
wazen	weight		to
wazenje	weight; weigh (_have weight of_)	to	to
wazenmeter	scale (_weighing instrument_); measure weight of	to	to
waziri	minister, secretary	te	te
wazirikef	PM, prime minister	te	te
waziritim	cabinet		
weber	weber, Wb	to	to
weda	farewell, bye, goodbye; bid farewell (to), say bye (to), say goodbye (to); farewell, bye, goodbye	to	to
Wedel	Weddell	te	te
weji	wedge	to	to
wendu	pea	te, to	to, te
wenwen	hum, buzz	to	to
wermu	worm	te	te
weycu	; get around, put itself around	to	to
weygebo	; hug, embrace	to	to
weygi	; put around, surround	to	to
weykumax	scarf, shawl	to	to
weylungoje	perimeter, circumference	to	to
weyya	; be around, surround	to	to
widu	latitude	to	to
wifi	Wi-Fi, wifi	to	to
wiki	wiki	to	to
Wilyemu	William	te	te
wisen	hygiene		to
wiski	whiskey	to	to
wixin	prestige		to
woju	hold; hold (_in hands, etc._)		to
wojutul	handle	to	to
woxa	wash; wash		to
woxatora	washing machine	to	to
xabahu	ghost, apparition, phantom, spirit, spectre, specter, wraith; haunt		te
xabahubaytu	haunted house	to	to
xabahuhikaye	ghost story	to	to
xabahunavi	ghost ship		to
xadin	tomorrow, later, sometime in the future	to	to
xafebete	descendant	te	te
xafefikso	suffix	to	to
xafeplasi	postponement; postpone		to
xafeplasilexi	postposition	to	to
xafesoba	afternoon	to	to
xafeyam	dessert; have dessert, eat for dessert	to	to
xahedi	testimony; testify		to
xahediyen	witness (_one who testifies_)	te	te
xaher	city, town		to
xaherdom	town hall, city hall	to	to
xaherkef	mayor	te	te
xaheryen	urbanite	te	te
xahidu	martyr		te
xahin	falcon, _Falconiformes_	te	te
xahu	chess, check (_chess_); check	to	to
xahumatu	chess, checkmate	to	to
xahutahta	chessboard	to	to
xalaf	whore, slut		te
xalgam	turnip	te, to	to, te
xama	candle	to	to
xamahole	candlestick		to
xaman	shaman	te	te
xampu	shampoo; shampoo	to	to
xamxir	sword	to	to
xanho	coral	te	te
xanhun	scar, cicatrix	to	to
Xani	Saturn (_planet_)	to	to
xanidin	Saturday	to	to
xanka	doubt; doubt	to	to
xanse	luck, fortune, odds		to
xansia	umbrella, parasol	to	to
xantaje	blackmail, extortion; blackmail, extort		to
xanti	peace; hello, bye	to	to
xanxwi	landscape		to
xarke	shark, _Selachimorpha_	te	te
xarmu	hornbeam, hornbeech, ironwood, musclewood, _Carpinus_	te	te
Xaron	Sharon	te	te
xarti	condition, stipulation, term		to
Xatan	Satan	te	te
xatu	sand		to
xatubofun	sandstorm	to	to
xatumeter	hourglass	to	to
Xaveri	Xavier	te	te
xaya	future; be after	to	to
xayri	barley, _Hordeum vulgare_	to	to
xehi	brag, boast; brag (about), boast (about)		to
xekaste	defeat; defeat, beat		to
xekaye	complaint; complain		to
xelange	hose	to	to
xencu	birth; be born	to	to
xencudin	birthday	to	to
xengi	; give birth (to), bear	to	to
xenon	xenon, Xe	to	to
xerafu	honor, glory; honor, glorify		to
xerca	search; seek, look for, search for		to
xeritu	stripe	to	to
xeto	tongue; taste	to	to
xetocu	; taste (_have a particular taste_)	to	to
xetoya	(sense of) taste	to	to
xey	thing, object, article, item	to	to
xeylari	stuff, things		to
xidu	attempt, try; attempt, try		to
xigo	accident		to
xijere	quarrel, argument, dispute; quarrel, argue, dispute		to
xikar	hunt; hunt		to
xikaryen	hunter, predator	te	te
xikenje	torture; torture		to
xikenjeli kamer	torture chamber		to
xikudo	esophagus, oesophagus, gullet, weasand	to	to
xilepu	slap, smack, clap, plap, swat, spank	to	to
xilo	yarn, thread, string	to	to
ximbi	mystery		to
xinen	faith, (religious) belief, conviction	to	to
xinloy	trust, faith, confidence; trust, rely (on), believe (in)	to	to
xinyon	abyss, chasm		to
xirani	louse, lice, _Phthiraptera_	te	te
xiropu	syrup	to	to
xiwon	wish, desire; wish (for), desire	to	to
xobi	consumption; consume		to
xofer	drive; drive		to
xoferyen	driver	te	te
xogyo	commerce, trade; deal	to	to
xogyobloki	embargo; embargo	to	to
xohra	fame; be famous, cause to be famous, make famous		to
xohrapulyen	celebrity	te	te
xoku	shock; be in shock, shock	to	to
xomin	explanation; explain		to
xoraham	realization; realize, grasp the idea	to	to
xorata	arrival; arrive 		to
xoratex	set on fire, catch fire	to	to
xorestay	; stand up, get up, rise		to
xorewreka	discovery; discover		to
xorexku	fall in love (with)		to
xorfirmayen	entrepreneur	te	te
xorfley	takeoff; take off (_aircraft_)		to
xorganci	detection; detect		to
xorhare	acquisition; gain, win, acquire, obtain		to
xoridi	; leave, take of, departure; leave, take off, head off, depart		to
xorimanu	; come to believe		to
xorixi	; become aware, become conscious, realize; cause (somebody) to become aware, cause (somebody) to become conscious 		to
xorjanu	; kneel	to	to
xorjixi	; find out		to
xorjui	notice		to
xorkone	meeting; meet (_become acquainted with, get to know_)		to
xorkonegi	; introduce (_make known_)	to	to
xorleta	; lie (down)		to
xornavi	; embark, set sail, ship out		to
xoroko	glimpse; catch sight of	to	to
xorside	; sit (down)		to
xorsomno	; fall asleep		to
xortu	shorts, short pants	to	to
xoru	beginning, start, initiation; begin, start, initiate		to
xorufilya	initiative	to	to
xoruyen	beginner	te	te
xorwala	loss; lose		to
xorxugwan	; get used (to), become accustomed (to)		to
xoryunki	; get the courage (to), muster the courage (to)		to
Xovin	Chauvin	te	te
Xovinismo	Chauvinism	to	to
xow	show, spectacle, performance; perform		to
xube	branch, offshoot, phylum		to
xucyo	demand, requirement; demand, require		to
xugwan	habit; be accustomed (to), be in the habit (of), be used (to), be wont (to)		to
xuha	harvest; reap, earn, gain, win		to
xuhamosem	autumn, fall	to	to
xuji	finger	to	to
xukra	gratitude; thank, give thanks; thanks	to	to
Xukradin	Thanksgiving Day	to	to
xuli	repair, fix; repair, fix		to
xunjan	growth; grow		to
xunjangi	; grow, cause to grow, make grow	to	to
xupan	publication; publish		to
xupi	bark (_tree_)		to
xux	hush; hush, shush, be silent, be quiet	to	to
